mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	slur	Trill:trill	crescendo_line
299	298	1787/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1748						187		
299	298	894	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1749						187		
299	298	1789/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1750								
299	298	892	3.0	0	0	Chord	3/4	2	1	3/4			1/2	3/2	1751								
300	299	895	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	1752						188		
300	299	1791/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	1753						188		
300	299	896	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1754						188		
300	299	1793/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1755						188		
300	299	897	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1756						188		
300	299	1795/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1757						188		
300	299	895	3.0	0	0	Chord	3/4	2	1	3/4			1/2	3/2	1758								
301	300	898	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	1759						188		
301	300	1797/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	1760						188		
301	300	899	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1761						188		
301	300	1799/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1762						188		
301	300	900	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1763						188		
301	300	1801/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1764								
301	300	898	3.0	0	0	Chord	3/4	2	1	3/4			1/2	3/2	1765								
302	301	901	3.0	0	0	Chord	3/4	1	1	3/4			1/2	3/2	1766								
302	301	901	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	1767						189		
302	301	1803/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	1768						189		
302	301	902	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	1769						189		
302	301	1805/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1770						189		
302	301	903	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1771						189		
302	301	1807/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1772								
303	302	904	3.0	0	0	Chord	3/4	1	1	3/4			1/2	3/2	1773								
303	302	904	0.0	0	0	StaffText	3/4	2	1	0								<i>simile</i>					
303	302	904	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	1774								
303	302	1809/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	1775								
303	302	905	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	1776								
303	302	1811/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1777								
303	302	906	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1778								
303	302	1813/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1779								
304	303	907	3.0	0	0	Chord	3/4	1	1	3/4			1/2	3/2	1780								
304	303	907	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	1781								
304	303	1815/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	1782								
304	303	908	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	1783								
304	303	1817/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1784								
304	303	909	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1785								
304	303	1819/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1786								
305	304	910	3.0	0	0	Chord	3/4	1	1	3/4			1/2	3/2	1787								
305	304	910	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	1788								
305	304	1821/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	1789								
305	304	911	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	1790								
305	304	1823/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1791								
305	304	912	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1792								
305	304	1825/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1793								
306	305	913	3.0	0	0	Chord	3/4	1	1	3/4			1/2	3/2	1794								
306	305	913	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	1795								
306	305	1827/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	1796								
306	305	914	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	1797								
306	305	1829/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1798								
306	305	915	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1799								
306	305	1831/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1800								
307	306	916	3.0	0	0	Chord	3/4	1	1	3/4			1/2	3/2	1801								
307	306	916	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	1802								
307	306	1833/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	1803								
307	306	917	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	1804								
307	306	1835/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1805								
307	306	918	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1806								
307	306	1837/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1807								
308	307	919	3.0	0	0	Chord	3/4	1	1	3/4			1/2	3/2	1808								
308	307	919	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	1809								
308	307	1839/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	1810								
308	307	920	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	1811								
308	307	1841/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1812								
308	307	921	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1813								
308	307	1843/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1814								
309	308	922	3.0	0	0	Chord	3/4	1	1	3/4			1/2	3/2	1815								
309	308	922	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	1816								
309	308	1845/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	1817								
309	308	923	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	1818								
309	308	1847/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1819								
309	308	924	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1820								
309	308	1849/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1821								
310	309	925	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1822								
310	309	925	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	1823								
310	309	1851/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	1824								
310	309	926	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	1825								
310	309	1853/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1826								
310	309	927	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1827								
310	309	1855/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1828								
311	310	929	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1829								
311	310	1859/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1830								
311	310	930	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1831								
311	310	1861/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1832								
311	310	928	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	1833								
311	310	1857/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	1834								
311	310	929	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	1835								
311	310	1859/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1836								
311	310	930	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1837								
311	310	1861/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1838								
312	311	931	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1839								
312	311	932	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1840								
312	311	1865/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1841								
312	311	933	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1842								
312	311	1867/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1843								
312	311	931	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	1844								
312	311	1863/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	1845								
312	311	932	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	1846								
312	311	1865/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1847								
312	311	933	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1848								
312	311	1867/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1849								
313	312	934	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1850								
313	312	935	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1851								
313	312	1871/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1852								
313	312	936	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1853								
313	312	1873/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1854								
313	312	934	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	1855								
313	312	1869/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	1856								
313	312	935	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	1857								
313	312	1871/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1858								
313	312	936	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1859								
313	312	1873/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1860								
314	313	937	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1861								
314	313	937	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	1862								
314	313	1875/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	1863								
314	313	938	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	1864								
314	313	1877/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1865								
314	313	939	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1866								
314	313	1879/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1867								
315	314	941	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1868								
315	314	1883/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1869								
315	314	942	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1870								
315	314	1885/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1871								
315	314	940	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	1872								
315	314	1881/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	1873								
315	314	941	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	1874								
315	314	1883/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1875								
315	314	942	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1876								
315	314	1885/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1877								
316	315	943	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1878								
316	315	944	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1879								
316	315	1889/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1880								
316	315	945	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1881								
316	315	1891/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1882								
316	315	943	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	1883								
316	315	1887/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	1884								
316	315	944	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	1885								
316	315	1889/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1886								
316	315	945	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1887								
316	315	1891/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1888								
317	316	946	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1889								
317	316	947	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1890								
317	316	1895/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1891								
317	316	948	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1892								
317	316	1897/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1893								
317	316	946	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	1894								
317	316	1893/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	1895								
317	316	947	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	1896								
317	316	1895/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1897								
317	316	948	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1898								
317	316	1897/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1899								
318	317	949	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1900								
318	317	949	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1901								
319	318	952	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1902								
319	318	952	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1903								
320	319	955	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1904								
320	319	955	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1905								
